dn_id,dn_name,in_id,mn_id,muscle,muscle_type,dn_in_synapses,in_mn_synapses,pathway_strength
720575941638407199,DNa15,720575941450876794,720575941542412805,b3,steering,12,17,204
720575941638407199,DNa15,720575941459514512,720575941468897856,i1,steering,10,14,140
720575941638407199,DNa15,720575941459514512,720575941468897856,i1,steering,10,18,180
720575941638407199,DNa15,720575941459514512,720575941474574132,b3,steering,10,12,120
720575941638407199,DNa15,720575941459514512,720575941474574132,b3,steering,10,30,300
720575941638407199,DNa15,720575941459514512,720575941474574132,b3,steering,10,25,250
720575941638407199,DNa15,720575941464073558,720575941468897856,i1,steering,13,19,247
720575941638407199,DNa15,720575941464073558,720575941468897856,i1,steering,13,15,195
720575941638407199,DNa15,720575941464073558,720575941468897856,i1,steering,13,23,299
720575941638407199,DNa15,720575941464073558,720575941474574132,b3,steering,13,13,169
720575941638407199,DNa15,720575941464073558,720575941474574132,b3,steering,13,23,299
720575941638407199,DNa15,720575941464073558,720575941474574132,b3,steering,13,27,351
720575941638407199,DNa15,720575941464073558,720575941468897856,i1,steering,18,19,342
720575941638407199,DNa15,720575941464073558,720575941468897856,i1,steering,18,15,270
720575941638407199,DNa15,720575941464073558,720575941468897856,i1,steering,18,23,414
720575941638407199,DNa15,720575941464073558,720575941474574132,b3,steering,18,13,234
720575941638407199,DNa15,720575941464073558,720575941474574132,b3,steering,18,23,414
720575941638407199,DNa15,720575941464073558,720575941474574132,b3,steering,18,27,486
720575941638407199,DNa15,720575941465484566,720575941655597785,b2,steering,32,37,1184
720575941638407199,DNa15,720575941465484566,720575941655597785,b2,steering,15,37,555
720575941638407199,DNa15,720575941473850720,720575941479658831,hg2,steering,25,10,250
720575941638407199,DNa15,720575941473850720,720575941542412805,b3,steering,25,10,250
720575941638407199,DNa15,720575941473850720,720575941542412805,b3,steering,25,11,275
